Amount,n1000,n500,n100,n50,n20,n10
9370,9,0,3,0,3,1
9380,9,0,3,1,1,1
9390,9,0,3,0,4,1
9400,9,0,3,1,2,1
9410,9,0,4,0,0,1
9420,9,0,3,1,3,1
9430,9,0,4,0,1,1
9440,9,0,3,1,4,1
9450,9,0,4,0,2,1
9460,9,0,4,1,0,1
9470,9,0,4,0,3,1
9480,9,0,4,1,1,1
9490,9,0,4,0,4,1
9500,9,0,4,1,2,1
9510,9,1,0,0,0,1
9520,9,0,4,1,3,1
9530,9,1,0,0,1,1
9540,9,0,4,1,4,1
9550,9,1,0,0,2,1
9560,9,1,0,1,0,1
9570,9,1,0,0,3,1
9580,9,1,0,1,1,1
9590,9,1,0,0,4,1
9600,9,1,0,1,2,1
9610,9,1,1,0,0,1
9620,9,1,0,1,3,1
9630,9,1,1,0,1,1
9640,9,1,0,1,4,1
9650,9,1,1,0,2,1
9660,9,1,1,1,0,1
9670,9,1,1,0,3,1
9680,9,1,1,1,1,1
9690,9,1,1,0,4,1
9700,9,1,1,1,2,1
9710,9,1,2,0,0,1
9720,9,1,1,1,3,1
9730,9,1,2,0,1,1
9740,9,1,1,1,4,1
9750,9,1,2,0,2,1
9760,9,1,2,1,0,1
9770,9,1,2,0,3,1
9780,9,1,2,1,1,1
9790,9,1,2,0,4,1
9800,9,1,2,1,2,1
9810,9,1,3,0,0,1
9820,9,1,2,1,3,1
9830,9,1,3,0,1,1
9840,9,1,2,1,4,1
9850,9,1,3,0,2,1
9860,9,1,3,1,0,1
9870,9,1,3,0,3,1
9880,9,1,3,1,1,1
9890,9,1,3,0,4,1
9900,9,1,3,1,2,1
9910,9,1,4,0,0,1
9920,9,1,3,1,3,1
9930,9,1,4,0,1,1
9940,9,1,3,1,4,1
9950,9,1,4,0,2,1
9960,9,1,4,1,0,1
9970,9,1,4,0,3,1
9980,9,1,4,1,1,1
9990,9,1,4,0,4,1
10000,9,1,4,1,2,1
10010,10,0,0,0,0,1
10020,9,1,4,1,3,1
10030,10,0,0,0,1,1
10040,9,1,4,1,4,1
10050,10,0,0,0,2,1
10060,10,0,0,1,0,1
10070,10,0,0,0,3,1
10080,10,0,0,1,1,1
10090,10,0,0,0,4,1
10100,10,0,0,1,2,1
10110,10,0,1,0,0,1
10120,10,0,0,1,3,1
10130,10,0,1,0,1,1
10140,10,0,0,1,4,1
10150,10,0,1,0,2,1
10160,10,0,1,1,0,1
10170,10,0,1,0,3,1
10180,10,0,1,1,1,1
10190,10,0,1,0,4,1
10200,10,0,1,1,2,1
10210,10,0,2,0,0,1
10220,10,0,1,1,3,1
10230,10,0,2,0,1,1
10240,10,0,1,1,4,1
10250,10,0,2,0,2,1
10260,10,0,2,1,0,1
10270,10,0,2,0,3,1
10280,10,0,2,1,1,1
10290,10,0,2,0,4,1
10300,10,0,2,1,2,1
10310,10,0,3,0,0,1
10320,10,0,2,1,3,1
10330,10,0,3,0,1,1
10340,10,0,2,1,4,1
10350,10,0,3,0,2,1
10360,10,0,3,1,0,1
10370,10,0,3,0,3,1
10380,10,0,3,1,1,1
10390,10,0,3,0,4,1
10400,10,0,3,1,2,1
10410,10,0,4,0,0,1
10420,10,0,3,1,3,1
10430,10,0,4,0,1,1
10440,10,0,3,1,4,1
10450,10,0,4,0,2,1
10460,10,0,4,1,0,1
10470,10,0,4,0,3,1
10480,10,0,4,1,1,1
10490,10,0,4,0,4,1
10500,10,0,4,1,2,1
10510,10,1,0,0,0,1
10520,10,0,4,1,3,1
10530,10,1,0,0,1,1
10540,10,0,4,1,4,1
10550,10,1,0,0,2,1
10560,10,1,0,1,0,1
10570,10,1,0,0,3,1
10580,10,1,0,1,1,1
10590,10,1,0,0,4,1
10600,10,1,0,1,2,1
10610,10,1,1,0,0,1
10620,10,1,0,1,3,1
10630,10,1,1,0,1,1
10640,10,1,0,1,4,1
10650,10,1,1,0,2,1
10660,10,1,1,1,0,1
10670,10,1,1,0,3,1
10680,10,1,1,1,1,1
10690,10,1,1,0,4,1
10700,10,1,1,1,2,1
10710,10,1,2,0,0,1
10720,10,1,1,1,3,1
10730,10,1,2,0,1,1
10740,10,1,1,1,4,1
10750,10,1,2,0,2,1
10760,10,1,2,1,0,1
10770,10,1,2,0,3,1
10780,10,1,2,1,1,1
10790,10,1,2,0,4,1
10800,10,1,2,1,2,1
10810,10,1,3,0,0,1
10820,10,1,2,1,3,1
10830,10,1,3,0,1,1
10840,10,1,2,1,4,1
10850,10,1,3,0,2,1
10860,10,1,3,1,0,1
10870,10,1,3,0,3,1
10880,10,1,3,1,1,1
10890,10,1,3,0,4,1
10900,10,1,3,1,2,1
10910,10,1,4,0,0,1
10920,10,1,3,1,3,1
10930,10,1,4,0,1,1
10940,10,1,3,1,4,1
10950,10,1,4,0,2,1
10960,10,1,4,1,0,1
10970,10,1,4,0,3,1
10980,10,1,4,1,1,1
10990,10,1,4,0,4,1
11000,10,1,4,1,2,1
11010,11,0,0,0,0,1
11020,10,1,4,1,3,1
11030,11,0,0,0,1,1
11040,10,1,4,1,4,1
11050,11,0,0,0,2,1
11060,11,0,0,1,0,1
11070,11,0,0,0,3,1
11080,11,0,0,1,1,1
11090,11,0,0,0,4,1
11100,11,0,0,1,2,1
11110,11,0,1,0,0,1
11120,11,0,0,1,3,1
11130,11,0,1,0,1,1
11140,11,0,0,1,4,1
11150,11,0,1,0,2,1
11160,11,0,1,1,0,1
11170,11,0,1,0,3,1
11180,11,0,1,1,1,1
11190,11,0,1,0,4,1
11200,11,0,1,1,2,1
11210,11,0,2,0,0,1
11220,11,0,1,1,3,1
11230,11,0,2,0,1,1
11240,11,0,1,1,4,1
11250,11,0,2,0,2,1
11260,11,0,2,1,0,1
11270,11,0,2,0,3,1
11280,11,0,2,1,1,1
11290,11,0,2,0,4,1
11300,11,0,2,1,2,1
11310,11,0,3,0,0,1
11320,11,0,2,1,3,1
11330,11,0,3,0,1,1
11340,11,0,2,1,4,1
11350,11,0,3,0,2,1
11360,11,0,3,1,0,1
11370,11,0,3,0,3,1
11380,11,0,3,1,1,1
11390,11,0,3,0,4,1
11400,11,0,3,1,2,1
11410,11,0,4,0,0,1
11420,11,0,3,1,3,1
11430,11,0,4,0,1,1
11440,11,0,3,1,4,1
11450,11,0,4,0,2,1
11460,11,0,4,1,0,1
11470,11,0,4,0,3,1
11480,11,0,4,1,1,1
11490,11,0,4,0,4,1
11500,11,0,4,1,2,1
11510,11,1,0,0,0,1
11520,11,0,4,1,3,1
11530,11,1,0,0,1,1
11540,11,0,4,1,4,1
11550,11,1,0,0,2,1
11560,11,1,0,1,0,1
11570,11,1,0,0,3,1
11580,11,1,0,1,1,1
11590,11,1,0,0,4,1
11600,11,1,0,1,2,1
11610,11,1,1,0,0,1
11620,11,1,0,1,3,1
11630,11,1,1,0,1,1
11640,11,1,0,1,4,1
11650,11,1,1,0,2,1
11660,11,1,1,1,0,1
11670,11,1,1,0,3,1
11680,11,1,1,1,1,1
11690,11,1,1,0,4,1
11700,11,1,1,1,2,1
11710,11,1,2,0,0,1
11720,11,1,1,1,3,1
11730,11,1,2,0,1,1
11740,11,1,1,1,4,1
11750,11,1,2,0,2,1
11760,11,1,2,1,0,1
11770,11,1,2,0,3,1
11780,11,1,2,1,1,1
11790,11,1,2,0,4,1
11800,11,1,2,1,2,1
11810,11,1,3,0,0,1
11820,11,1,2,1,3,1
11830,11,1,3,0,1,1
11840,11,1,2,1,4,1
11850,11,1,3,0,2,1
11860,11,1,3,1,0,1
11870,11,1,3,0,3,1
11880,11,1,3,1,1,1
11890,11,1,3,0,4,1
11900,11,1,3,1,2,1
11910,11,1,4,0,0,1
11920,11,1,3,1,3,1
11930,11,1,4,0,1,1
11940,11,1,3,1,4,1
11950,11,1,4,0,2,1
11960,11,1,4,1,0,1
11970,11,1,4,0,3,1
11980,11,1,4,1,1,1
11990,11,1,4,0,4,1
12000,11,1,4,1,2,1
12010,12,0,0,0,0,1
12020,11,1,4,1,3,1
12030,12,0,0,0,1,1
12040,11,1,4,1,4,1
12050,12,0,0,0,2,1
12060,12,0,0,1,0,1
12070,12,0,0,0,3,1
12080,12,0,0,1,1,1
12090,12,0,0,0,4,1
12100,12,0,0,1,2,1
12110,12,0,1,0,0,1
12120,12,0,0,1,3,1
12130,12,0,1,0,1,1
12140,12,0,0,1,4,1
12150,12,0,1,0,2,1
12160,12,0,1,1,0,1
12170,12,0,1,0,3,1
12180,12,0,1,1,1,1
12190,12,0,1,0,4,1
12200,12,0,1,1,2,1
12210,12,0,2,0,0,1
12220,12,0,1,1,3,1
12230,12,0,2,0,1,1
12240,12,0,1,1,4,1
12250,12,0,2,0,2,1
12260,12,0,2,1,0,1
12270,12,0,2,0,3,1
12280,12,0,2,1,1,1
12290,12,0,2,0,4,1
12300,12,0,2,1,2,1
12310,12,0,3,0,0,1
12320,12,0,2,1,3,1
12330,12,0,3,0,1,1
12340,12,0,2,1,4,1
12350,12,0,3,0,2,1
12360,12,0,3,1,0,1
12370,12,0,3,0,3,1
12380,12,0,3,1,1,1
12390,12,0,3,0,4,1
12400,12,0,3,1,2,1
12410,12,0,4,0,0,1
12420,12,0,3,1,3,1
12430,12,0,4,0,1,1
12440,12,0,3,1,4,1
12450,12,0,4,0,2,1
12460,12,0,4,1,0,1
12470,12,0,4,0,3,1
12480,12,0,4,1,1,1
12490,12,0,4,0,4,1
12500,12,0,4,1,2,1
12510,12,1,0,0,0,1
12520,12,0,4,1,3,1
12530,12,1,0,0,1,1
12540,12,0,4,1,4,1
12550,12,1,0,0,2,1
12560,12,1,0,1,0,1
12570,12,1,0,0,3,1
12580,12,1,0,1,1,1
12590,12,1,0,0,4,1
12600,12,1,0,1,2,1
12610,12,1,1,0,0,1
12620,12,1,0,1,3,1
12630,12,1,1,0,1,1
12640,12,1,0,1,4,1
12650,12,1,1,0,2,1
12660,12,1,1,1,0,1
12670,12,1,1,0,3,1
12680,12,1,1,1,1,1
12690,12,1,1,0,4,1
12700,12,1,1,1,2,1
12710,12,1,2,0,0,1
12720,12,1,1,1,3,1
12730,12,1,2,0,1,1
12740,12,1,1,1,4,1
12750,12,1,2,0,2,1
12760,12,1,2,1,0,1
12770,12,1,2,0,3,1
12780,12,1,2,1,1,1
12790,12,1,2,0,4,1
12800,12,1,2,1,2,1
12810,12,1,3,0,0,1
12820,12,1,2,1,3,1
12830,12,1,3,0,1,1
12840,12,1,2,1,4,1
12850,12,1,3,0,2,1
12860,12,1,3,1,0,1
12870,12,1,3,0,3,1
12880,12,1,3,1,1,1
12890,12,1,3,0,4,1
12900,12,1,3,1,2,1
12910,12,1,4,0,0,1
12920,12,1,3,1,3,1
12930,12,1,4,0,1,1
12940,12,1,3,1,4,1
12950,12,1,4,0,2,1
12960,12,1,4,1,0,1
12970,12,1,4,0,3,1
12980,12,1,4,1,1,1
12990,12,1,4,0,4,1
13000,12,1,4,1,2,1
13010,13,0,0,0,0,1
13020,12,1,4,1,3,1
13030,13,0,0,0,1,1
13040,12,1,4,1,4,1
13050,13,0,0,0,2,1
13060,13,0,0,1,0,1
13070,13,0,0,0,3,1
13080,13,0,0,1,1,1
13090,13,0,0,0,4,1
13100,13,0,0,1,2,1
13110,13,0,1,0,0,1
13120,13,0,0,1,3,1
13130,13,0,1,0,1,1
13140,13,0,0,1,4,1
13150,13,0,1,0,2,1
13160,13,0,1,1,0,1
13170,13,0,1,0,3,1
13180,13,0,1,1,1,1
13190,13,0,1,0,4,1
13200,13,0,1,1,2,1
13210,13,0,2,0,0,1
13220,13,0,1,1,3,1
13230,13,0,2,0,1,1
13240,13,0,1,1,4,1
13250,13,0,2,0,2,1
13260,13,0,2,1,0,1
13270,13,0,2,0,3,1
13280,13,0,2,1,1,1
13290,13,0,2,0,4,1
13300,13,0,2,1,2,1
13310,13,0,3,0,0,1
13320,13,0,2,1,3,1
13330,13,0,3,0,1,1
13340,13,0,2,1,4,1
13350,13,0,3,0,2,1
13360,13,0,3,1,0,1
13370,13,0,3,0,3,1
13380,13,0,3,1,1,1
13390,13,0,3,0,4,1
13400,13,0,3,1,2,1
13410,13,0,4,0,0,1
13420,13,0,3,1,3,1
13430,13,0,4,0,1,1
13440,13,0,3,1,4,1
13450,13,0,4,0,2,1
13460,13,0,4,1,0,1
13470,13,0,4,0,3,1
13480,13,0,4,1,1,1
13490,13,0,4,0,4,1
13500,13,0,4,1,2,1
13510,13,1,0,0,0,1
13520,13,0,4,1,3,1
13530,13,1,0,0,1,1
13540,13,0,4,1,4,1
13550,13,1,0,0,2,1
13560,13,1,0,1,0,1
13570,13,1,0,0,3,1
13580,13,1,0,1,1,1
13590,13,1,0,0,4,1
13600,13,1,0,1,2,1
13610,13,1,1,0,0,1
13620,13,1,0,1,3,1
13630,13,1,1,0,1,1
13640,13,1,0,1,4,1
13650,13,1,1,0,2,1
13660,13,1,1,1,0,1
13670,13,1,1,0,3,1
13680,13,1,1,1,1,1
13690,13,1,1,0,4,1
13700,13,1,1,1,2,1
13710,13,1,2,0,0,1
13720,13,1,1,1,3,1
13730,13,1,2,0,1,1
13740,13,1,1,1,4,1
13750,13,1,2,0,2,1
13760,13,1,2,1,0,1
13770,13,1,2,0,3,1
13780,13,1,2,1,1,1
13790,13,1,2,0,4,1
13800,13,1,2,1,2,1
13810,13,1,3,0,0,1
13820,13,1,2,1,3,1
13830,13,1,3,0,1,1
13840,13,1,2,1,4,1
13850,13,1,3,0,2,1
13860,13,1,3,1,0,1
13870,13,1,3,0,3,1
13880,13,1,3,1,1,1
13890,13,1,3,0,4,1
13900,13,1,3,1,2,1
13910,13,1,4,0,0,1
13920,13,1,3,1,3,1
13930,13,1,4,0,1,1
13940,13,1,3,1,4,1
13950,13,1,4,0,2,1
13960,13,1,4,1,0,1
13970,13,1,4,0,3,1
13980,13,1,4,1,1,1
13990,13,1,4,0,4,1
14000,13,1,4,1,2,1
14010,14,0,0,0,0,1
14020,13,1,4,1,3,1
14030,14,0,0,0,1,1
14040,13,1,4,1,4,1
14050,14,0,0,0,2,1
14060,14,0,0,1,0,1
14070,14,0,0,0,3,1
14080,14,0,0,1,1,1
14090,14,0,0,0,4,1
14100,14,0,0,1,2,1
14110,14,0,1,0,0,1
14120,14,0,0,1,3,1
14130,14,0,1,0,1,1
14140,14,0,0,1,4,1
14150,14,0,1,0,2,1
14160,14,0,1,1,0,1
14170,14,0,1,0,3,1
14180,14,0,1,1,1,1
14190,14,0,1,0,4,1
14200,14,0,1,1,2,1
14210,14,0,2,0,0,1
14220,14,0,1,1,3,1
14230,14,0,2,0,1,1
14240,14,0,1,1,4,1
14250,14,0,2,0,2,1
14260,14,0,2,1,0,1
14270,14,0,2,0,3,1
14280,14,0,2,1,1,1
14290,14,0,2,0,4,1
14300,14,0,2,1,2,1
14310,14,0,3,0,0,1
14320,14,0,2,1,3,1
14330,14,0,3,0,1,1
14340,14,0,2,1,4,1
14350,14,0,3,0,2,1
14360,14,0,3,1,0,1
14370,14,0,3,0,3,1
14380,14,0,3,1,1,1
14390,14,0,3,0,4,1
14400,14,0,3,1,2,1
14410,14,0,4,0,0,1
14420,14,0,3,1,3,1
14430,14,0,4,0,1,1
14440,14,0,3,1,4,1
14450,14,0,4,0,2,1
14460,14,0,4,1,0,1
14470,14,0,4,0,3,1
14480,14,0,4,1,1,1
14490,14,0,4,0,4,1
14500,14,0,4,1,2,1
14510,14,1,0,0,0,1
14520,14,0,4,1,3,1
14530,14,1,0,0,1,1
14540,14,0,4,1,4,1
14550,14,1,0,0,2,1
14560,14,1,0,1,0,1
14570,14,1,0,0,3,1
14580,14,1,0,1,1,1
14590,14,1,0,0,4,1
14600,14,1,0,1,2,1
14610,14,1,1,0,0,1
14620,14,1,0,1,3,1
14630,14,1,1,0,1,1
14640,14,1,0,1,4,1
14650,14,1,1,0,2,1
14660,14,1,1,1,0,1
14670,14,1,1,0,3,1
14680,14,1,1,1,1,1
14690,14,1,1,0,4,1
14700,14,1,1,1,2,1
14710,14,1,2,0,0,1
14720,14,1,1,1,3,1
14730,14,1,2,0,1,1
14740,14,1,1,1,4,1
14750,14,1,2,0,2,1
14760,14,1,2,1,0,1
14770,14,1,2,0,3,1
14780,14,1,2,1,1,1
14790,14,1,2,0,4,1
14800,14,1,2,1,2,1
14810,14,1,3,0,0,1
14820,14,1,2,1,3,1
14830,14,1,3,0,1,1
14840,14,1,2,1,4,1
14850,14,1,3,0,2,1
14860,14,1,3,1,0,1
14870,14,1,3,0,3,1
14880,14,1,3,1,1,1
14890,14,1,3,0,4,1
14900,14,1,3,1,2,1
14910,14,1,4,0,0,1
14920,14,1,3,1,3,1
14930,14,1,4,0,1,1
14940,14,1,3,1,4,1
14950,14,1,4,0,2,1
14960,14,1,4,1,0,1
14970,14,1,4,0,3,1
14980,14,1,4,1,1,1
14990,14,1,4,0,4,1
15000,14,1,4,1,2,1
15010,15,0,0,0,0,1
15020,14,1,4,1,3,1
15030,15,0,0,0,1,1
15040,14,1,4,1,4,1
15050,15,0,0,0,2,1
15060,15,0,0,1,0,1
15070,15,0,0,0,3,1
15080,15,0,0,1,1,1
15090,15,0,0,0,4,1
15100,15,0,0,1,2,1
15110,15,0,1,0,0,1
15120,15,0,0,1,3,1
15130,15,0,1,0,1,1
15140,15,0,0,1,4,1
15150,15,0,1,0,2,1
15160,15,0,1,1,0,1
15170,15,0,1,0,3,1
15180,15,0,1,1,1,1
15190,15,0,1,0,4,1
15200,15,0,1,1,2,1
15210,15,0,2,0,0,1
15220,15,0,1,1,3,1
15230,15,0,2,0,1,1
15240,15,0,1,1,4,1
15250,15,0,2,0,2,1
15260,15,0,2,1,0,1
15270,15,0,2,0,3,1
15280,15,0,2,1,1,1
15290,15,0,2,0,4,1
15300,15,0,2,1,2,1
15310,15,0,3,0,0,1
15320,15,0,2,1,3,1
15330,15,0,3,0,1,1
15340,15,0,2,1,4,1
15350,15,0,3,0,2,1
15360,15,0,3,1,0,1
15370,15,0,3,0,3,1
15380,15,0,3,1,1,1
15390,15,0,3,0,4,1
15400,15,0,3,1,2,1
15410,15,0,4,0,0,1
15420,15,0,3,1,3,1
15430,15,0,4,0,1,1
15440,15,0,3,1,4,1
15450,15,0,4,0,2,1
15460,15,0,4,1,0,1
15470,15,0,4,0,3,1
15480,15,0,4,1,1,1
15490,15,0,4,0,4,1
15500,15,0,4,1,2,1
15510,15,1,0,0,0,1
15520,15,0,4,1,3,1
15530,15,1,0,0,1,1
15540,15,0,4,1,4,1
15550,15,1,0,0,2,1
15560,15,1,0,1,0,1
15570,15,1,0,0,3,1
15580,15,1,0,1,1,1
15590,15,1,0,0,4,1
15600,15,1,0,1,2,1
15610,15,1,1,0,0,1
15620,15,1,0,1,3,1
15630,15,1,1,0,1,1
15640,15,1,0,1,4,1
15650,15,1,1,0,2,1
15660,15,1,1,1,0,1
15670,15,1,1,0,3,1
15680,15,1,1,1,1,1
15690,15,1,1,0,4,1
15700,15,1,1,1,2,1
15710,15,1,2,0,0,1
15720,15,1,1,1,3,1
15730,15,1,2,0,1,1
15740,15,1,1,1,4,1
15750,15,1,2,0,2,1
15760,15,1,2,1,0,1
15770,15,1,2,0,3,1
15780,15,1,2,1,1,1
15790,15,1,2,0,4,1
15800,15,1,2,1,2,1
15810,15,1,3,0,0,1
15820,15,1,2,1,3,1
15830,15,1,3,0,1,1
15840,15,1,2,1,4,1
15850,15,1,3,0,2,1
15860,15,1,3,1,0,1
15870,15,1,3,0,3,1
15880,15,1,3,1,1,1
15890,15,1,3,0,4,1
15900,15,1,3,1,2,1
15910,15,1,4,0,0,1
15920,15,1,3,1,3,1
15930,15,1,4,0,1,1
15940,15,1,3,1,4,1
15950,15,1,4,0,2,1
15960,15,1,4,1,0,1
15970,15,1,4,0,3,1
15980,15,1,4,1,1,1
15990,15,1,4,0,4,1
16000,15,1,4,1,2,1
16010,16,0,0,0,0,1
16020,15,1,4,1,3,1
16030,16,0,0,0,1,1
16040,15,1,4,1,4,1
16050,16,0,0,0,2,1
16060,16,0,0,1,0,1
16070,16,0,0,0,3,1
16080,16,0,0,1,1,1
16090,16,0,0,0,4,1
16100,16,0,0,1,2,1
16110,16,0,1,0,0,1
16120,16,0,0,1,3,1
16130,16,0,1,0,1,1
16140,16,0,0,1,4,1
16150,16,0,1,0,2,1
16160,16,0,1,1,0,1
16170,16,0,1,0,3,1
16180,16,0,1,1,1,1
16190,16,0,1,0,4,1
16200,16,0,1,1,2,1
16210,16,0,2,0,0,1
16220,16,0,1,1,3,1
16230,16,0,2,0,1,1
16240,16,0,1,1,4,1
16250,16,0,2,0,2,1
16260,16,0,2,1,0,1
16270,16,0,2,0,3,1
16280,16,0,2,1,1,1
16290,16,0,2,0,4,1
16300,16,0,2,1,2,1
16310,16,0,3,0,0,1
16320,16,0,2,1,3,1
16330,16,0,3,0,1,1
16340,16,0,2,1,4,1
16350,16,0,3,0,2,1
16360,16,0,3,1,0,1
16370,16,0,3,0,3,1
16380,16,0,3,1,1,1
16390,16,0,3,0,4,1
16400,16,0,3,1,2,1
16410,16,0,4,0,0,1
16420,16,0,3,1,3,1
16430,16,0,4,0,1,1
16440,16,0,3,1,4,1
16450,16,0,4,0,2,1
16460,16,0,4,1,0,1
16470,16,0,4,0,3,1
16480,16,0,4,1,1,1
16490,16,0,4,0,4,1
16500,16,0,4,1,2,1
16510,16,1,0,0,0,1
16520,16,0,4,1,3,1
16530,16,1,0,0,1,1
16540,16,0,4,1,4,1
16550,16,1,0,0,2,1
16560,16,1,0,1,0,1
16570,16,1,0,0,3,1
16580,16,1,0,1,1,1
16590,16,1,0,0,4,1
16600,16,1,0,1,2,1
16610,16,1,1,0,0,1
16620,16,1,0,1,3,1
16630,16,1,1,0,1,1
16640,16,1,0,1,4,1
16650,16,1,1,0,2,1
16660,16,1,1,1,0,1
16670,16,1,1,0,3,1
16680,16,1,1,1,1,1
16690,16,1,1,0,4,1
16700,16,1,1,1,2,1
16710,16,1,2,0,0,1
16720,16,1,1,1,3,1
16730,16,1,2,0,1,1
16740,16,1,1,1,4,1
16750,16,1,2,0,2,1
16760,16,1,2,1,0,1
16770,16,1,2,0,3,1
16780,16,1,2,1,1,1
16790,16,1,2,0,4,1
16800,16,1,2,1,2,1
16810,16,1,3,0,0,1
16820,16,1,2,1,3,1
16830,16,1,3,0,1,1
16840,16,1,2,1,4,1
16850,16,1,3,0,2,1
16860,16,1,3,1,0,1
16870,16,1,3,0,3,1
16880,16,1,3,1,1,1
16890,16,1,3,0,4,1
16900,16,1,3,1,2,1
16910,16,1,4,0,0,1
16920,16,1,3,1,3,1
16930,16,1,4,0,1,1
16940,16,1,3,1,4,1
16950,16,1,4,0,2,1
16960,16,1,4,1,0,1
16970,16,1,4,0,3,1
16980,16,1,4,1,1,1
16990,16,1,4,0,4,1
17000,16,1,4,1,2,1
17010,17,0,0,0,0,1
17020,16,1,4,1,3,1
17030,17,0,0,0,1,1
17040,16,1,4,1,4,1
17050,17,0,0,0,2,1
17060,17,0,0,1,0,1
17070,17,0,0,0,3,1
17080,17,0,0,1,1,1
17090,17,0,0,0,4,1
17100,17,0,0,1,2,1
17110,17,0,1,0,0,1
17120,17,0,0,1,3,1
17130,17,0,1,0,1,1
17140,17,0,0,1,4,1
17150,17,0,1,0,2,1
17160,17,0,1,1,0,1
17170,17,0,1,0,3,1
17180,17,0,1,1,1,1
17190,17,0,1,0,4,1
17200,17,0,1,1,2,1
17210,17,0,2,0,0,1
17220,17,0,1,1,3,1
17230,17,0,2,0,1,1
17240,17,0,1,1,4,1
17250,17,0,2,0,2,1
17260,17,0,2,1,0,1
17270,17,0,2,0,3,1
17280,17,0,2,1,1,1
17290,17,0,2,0,4,1
17300,17,0,2,1,2,1
17310,17,0,3,0,0,1
17320,17,0,2,1,3,1
17330,17,0,3,0,1,1
17340,17,0,2,1,4,1
17350,17,0,3,0,2,1
17360,17,0,3,1,0,1
17370,17,0,3,0,3,1
17380,17,0,3,1,1,1
17390,17,0,3,0,4,1
17400,17,0,3,1,2,1
17410,17,0,4,0,0,1
17420,17,0,3,1,3,1
17430,17,0,4,0,1,1
17440,17,0,3,1,4,1
17450,17,0,4,0,2,1
17460,17,0,4,1,0,1
17470,17,0,4,0,3,1
17480,17,0,4,1,1,1
17490,17,0,4,0,4,1
17500,17,0,4,1,2,1
17510,17,1,0,0,0,1
17520,17,0,4,1,3,1
17530,17,1,0,0,1,1
17540,17,0,4,1,4,1
17550,17,1,0,0,2,1
17560,17,1,0,1,0,1
17570,17,1,0,0,3,1
17580,17,1,0,1,1,1
17590,17,1,0,0,4,1
17600,17,1,0,1,2,1
17610,17,1,1,0,0,1
17620,17,1,0,1,3,1
17630,17,1,1,0,1,1
17640,17,1,0,1,4,1
17650,17,1,1,0,2,1
17660,17,1,1,1,0,1
17670,17,1,1,0,3,1
17680,17,1,1,1,1,1
17690,17,1,1,0,4,1
17700,17,1,1,1,2,1
17710,17,1,2,0,0,1
17720,17,1,1,1,3,1
17730,17,1,2,0,1,1
17740,17,1,1,1,4,1
17750,17,1,2,0,2,1
17760,17,1,2,1,0,1
17770,17,1,2,0,3,1
17780,17,1,2,1,1,1
17790,17,1,2,0,4,1
17800,17,1,2,1,2,1
17810,17,1,3,0,0,1
17820,17,1,2,1,3,1
17830,17,1,3,0,1,1
17840,17,1,2,1,4,1
17850,17,1,3,0,2,1
17860,17,1,3,1,0,1
17870,17,1,3,0,3,1
17880,17,1,3,1,1,1
17890,17,1,3,0,4,1
17900,17,1,3,1,2,1
17910,17,1,4,0,0,1
17920,17,1,3,1,3,1
17930,17,1,4,0,1,1
17940,17,1,3,1,4,1
17950,17,1,4,0,2,1
17960,17,1,4,1,0,1
17970,17,1,4,0,3,1
17980,17,1,4,1,1,1
17990,17,1,4,0,4,1
18000,17,1,4,1,2,1
18010,18,0,0,0,0,1
18020,17,1,4,1,3,1
18030,18,0,0,0,1,1
18040,17,1,4,1,4,1
18050,18,0,0,0,2,1
18060,18,0,0,1,0,1
18070,18,0,0,0,3,1
18080,18,0,0,1,1,1
18090,18,0,0,0,4,1
18100,18,0,0,1,2,1
18110,18,0,1,0,0,1
18120,18,0,0,1,3,1
18130,18,0,1,0,1,1
18140,18,0,0,1,4,1
18150,18,0,1,0,2,1
18160,18,0,1,1,0,1
18170,18,0,1,0,3,1
18180,18,0,1,1,1,1
18190,18,0,1,0,4,1
18200,18,0,1,1,2,1
18210,18,0,2,0,0,1
18220,18,0,1,1,3,1
18230,18,0,2,0,1,1
18240,18,0,1,1,4,1
18250,18,0,2,0,2,1
18260,18,0,2,1,0,1
18270,18,0,2,0,3,1
18280,18,0,2,1,1,1
18290,18,0,2,0,4,1
18300,18,0,2,1,2,1
18310,18,0,3,0,0,1
18320,18,0,2,1,3,1
18330,18,0,3,0,1,1
18340,18,0,2,1,4,1
18350,18,0,3,0,2,1
18360,18,0,3,1,0,1
18370,18,0,3,0,3,1
18380,18,0,3,1,1,1
18390,18,0,3,0,4,1
18400,18,0,3,1,2,1
18410,18,0,4,0,0,1
18420,18,0,3,1,3,1
18430,18,0,4,0,1,1
18440,18,0,3,1,4,1
18450,18,0,4,0,2,1
18460,18,0,4,1,0,1
18470,18,0,4,0,3,1
18480,18,0,4,1,1,1
18490,18,0,4,0,4,1
18500,18,0,4,1,2,1
18510,18,1,0,0,0,1
18520,18,0,4,1,3,1
18530,18,1,0,0,1,1
18540,18,0,4,1,4,1
18550,18,1,0,0,2,1
18560,18,1,0,1,0,1
18570,18,1,0,0,3,1
18580,18,1,0,1,1,1
18590,18,1,0,0,4,1
18600,18,1,0,1,2,1
18610,18,1,1,0,0,1
18620,18,1,0,1,3,1
18630,18,1,1,0,1,1
18640,18,1,0,1,4,1
18650,18,1,1,0,2,1
18660,18,1,1,1,0,1
18670,18,1,1,0,3,1
